StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
7612,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10
7614,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10
7616,male,group B,master's degree,standard,completed,married,regularly,no,4.0,private,5 - 10
7617,female,group D,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10
7618,female,group A,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5
7620,male,group D,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10
7622,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5
7623,male,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10
7624,male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10
7627,female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10
7628,female,group D,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10
7629,male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10
7630,male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
7632,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5
7633,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5
7635,male,group D,some college,standard,none,married,regularly,no,1.0,private,< 5
7640,male,group A,some college,standard,completed,married,never,yes,4.0,private,> 10
7643,female,group D,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,> 10
7644,female,group E,associate's degree,standard,completed,married,never,yes,0.0,school_bus,5 - 10
7647,male,group D,some college,standard,none,divorced,sometimes,no,5.0,school_bus,> 10
7650,male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10
7652,male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10
7653,female,group B,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5
7654,female,group B,associate's degree,standard,completed,single,never,no,2.0,school_bus,5 - 10
7660,male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10
7661,male,group A,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10
7662,female,group B,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
7663,male,group C,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10
7666,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,> 10
7667,male,group C,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10
7668,male,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10
7670,male,group B,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10
7671,female,group A,some college,standard,completed,married,sometimes,yes,2.0,private,< 5
7672,female,group E,some high school,standard,completed,married,sometimes,no,3.0,private,5 - 10
7673,female,group B,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5
7675,female,group A,some college,free/reduced,completed,single,sometimes,yes,3.0,private,< 5
7676,male,group D,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
7677,male,group C,some college,standard,completed,divorced,regularly,yes,4.0,private,5 - 10
7682,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,private,5 - 10
7685,male,group E,some college,standard,completed,married,regularly,yes,0.0,private,< 5
7686,male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
7687,female,group A,high school,standard,completed,married,regularly,yes,5.0,school_bus,< 5
7688,female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
7689,male,group B,some college,standard,none,married,sometimes,no,2.0,private,5 - 10
7690,female,group D,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5
7692,female,group E,some high school,free/reduced,none,widowed,regularly,yes,1.0,school_bus,< 5
7693,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10
7694,female,group A,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
7696,female,group A,high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10
7697,male,group B,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5
7698,male,group C,some high school,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10
7700,female,group B,associate's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10
7702,female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10
7703,male,group B,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5
7705,male,group E,master's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10
7709,female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10
7712,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5
7713,male,group D,some college,free/reduced,completed,single,sometimes,yes,5.0,school_bus,> 10
7714,male,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5
7715,male,group D,some college,free/reduced,none,married,never,no,1.0,school_bus,> 10
7717,male,group B,associate's degree,free/reduced,completed,divorced,never,no,3.0,school_bus,5 - 10
7718,male,group E,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10
7720,female,group C,high school,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10
7721,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,> 10
7722,female,group B,high school,free/reduced,none,single,regularly,yes,2.0,private,5 - 10
7724,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,5 - 10
7725,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10
7727,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
7728,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10
7729,male,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10
7732,male,group C,some college,standard,none,married,regularly,yes,4.0,school_bus,< 5
7733,female,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5
7735,male,group C,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10
7736,male,group D,some college,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10
7737,male,group C,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10
7738,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
7741,male,group D,master's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10
7742,male,group A,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
7745,male,group D,associate's degree,free/reduced,none,married,regularly,no,1.0,private,< 5
7746,male,group D,high school,standard,none,single,never,no,3.0,school_bus,< 5
7747,male,group C,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10
7748,female,group B,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10
7750,female,group B,some high school,free/reduced,none,married,never,yes,1.0,private,< 5
7752,female,group C,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10
7753,female,group D,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10
7755,male,group D,high school,free/reduced,completed,married,sometimes,yes,0.0,private,> 10
7756,female,group E,some college,standard,none,married,regularly,no,4.0,private,5 - 10
7757,female,group B,some high school,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5
7758,male,group A,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,> 10
7759,female,group B,high school,standard,none,single,never,yes,2.0,private,> 10
7760,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,< 5
7761,female,group D,some college,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10
7765,female,group E,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5
7766,male,group C,associate's degree,free/reduced,none,married,never,yes,0.0,school_bus,> 10
7767,female,group C,some college,standard,none,single,never,no,1.0,school_bus,5 - 10
7769,female,group C,high school,standard,completed,married,never,no,1.0,school_bus,> 10
7770,female,group E,associate's degree,standard,completed,single,sometimes,no,4.0,school_bus,5 - 10
7774,male,group C,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10
7775,male,group D,some college,standard,none,married,regularly,yes,2.0,private,> 10
7780,male,group D,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5
7783,female,group D,some college,standard,none,married,sometimes,no,1.0,private,> 10
7786,male,group D,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
7789,female,group C,some high school,free/reduced,none,single,never,yes,2.0,private,> 10
7791,male,group E,some high school,free/reduced,completed,widowed,regularly,yes,3.0,private,5 - 10
7792,female,group E,some college,standard,none,married,sometimes,yes,6.0,private,> 10
7793,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,> 10
7795,female,group B,master's degree,standard,none,widowed,sometimes,no,3.0,school_bus,> 10
7796,female,group C,some college,free/reduced,completed,divorced,never,yes,4.0,school_bus,5 - 10
7798,male,group B,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10
7801,male,group C,some college,standard,none,married,regularly,yes,1.0,private,> 10
7802,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10
7803,male,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,> 10
7806,male,group C,some college,standard,completed,married,never,no,4.0,school_bus,5 - 10
7809,male,group E,high school,standard,completed,married,never,yes,1.0,private,5 - 10
7810,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10
7811,female,group E,some college,standard,completed,divorced,regularly,yes,3.0,private,5 - 10
7812,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5
7813,female,group B,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5
7815,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5
7816,male,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5
7817,female,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10
7820,male,group D,some high school,standard,none,single,regularly,no,3.0,private,5 - 10
7821,male,group C,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10
7825,female,group E,high school,free/reduced,completed,married,regularly,yes,3.0,private,> 10
7826,female,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,< 5
7827,female,group D,bachelor's degree,standard,none,single,regularly,yes,2.0,school_bus,< 5
7828,male,group C,associate's degree,free/reduced,completed,married,never,yes,0.0,private,5 - 10
7829,female,group B,some high school,standard,completed,married,never,yes,0.0,school_bus,5 - 10
7830,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,5 - 10
7832,female,group D,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10
7833,male,group C,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10
7834,female,group B,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10
7835,female,group E,some college,free/reduced,none,married,regularly,yes,3.0,private,5 - 10
7838,female,group D,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10
7839,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5
7840,male,group D,some college,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10
7841,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
7842,female,group D,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5
7844,female,group A,some college,standard,none,divorced,sometimes,yes,1.0,private,5 - 10
7845,female,group C,some high school,free/reduced,none,single,regularly,yes,1.0,private,5 - 10
7847,male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10
7849,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10
7850,male,group A,associate's degree,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,< 5
7851,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10
7852,male,group E,some high school,standard,none,single,regularly,yes,4.0,school_bus,< 5
7854,female,group D,associate's degree,standard,none,married,never,yes,0.0,private,> 10
7858,male,group C,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,> 10
7860,female,group C,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10
7864,male,group B,some high school,standard,none,married,never,yes,1.0,private,5 - 10
7867,male,group D,high school,standard,completed,single,regularly,yes,3.0,school_bus,< 5
7868,female,group C,some high school,standard,none,single,sometimes,no,5.0,private,5 - 10
7870,male,group B,high school,standard,completed,single,sometimes,no,3.0,private,5 - 10
7871,female,group E,high school,free/reduced,none,married,regularly,yes,3.0,private,< 5
7875,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,> 10
7877,male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10
7879,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4.0,private,< 5
7881,male,group E,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,> 10
7882,female,group D,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10
7883,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10
7884,female,group D,high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10
7888,female,group C,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10
7889,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10
7890,male,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10
7891,female,group C,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10
7892,female,group E,some college,standard,none,single,regularly,yes,1.0,private,5 - 10
7893,female,group D,some college,standard,completed,married,sometimes,yes,2.0,private,< 5
7894,female,group C,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5
7896,male,group E,some college,standard,none,married,sometimes,yes,3.0,private,> 10
7898,female,group C,some college,standard,none,married,sometimes,yes,2.0,private,< 5
7899,female,group E,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10
7900,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,> 10
7901,male,group C,high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10
7902,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10
7905,female,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,< 5
7906,male,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,> 10
7911,female,group C,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10
7912,female,group A,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10
7913,female,group D,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10
7914,female,group D,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
7917,female,group D,some high school,free/reduced,completed,married,never,no,1.0,school_bus,< 5
7918,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,1.0,private,< 5
7919,female,group B,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10
7921,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10
7923,female,group B,master's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10
7924,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5
7926,female,group D,associate's degree,standard,completed,divorced,regularly,no,3.0,school_bus,< 5
7929,female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10
7930,female,group E,some college,standard,completed,married,sometimes,no,4.0,school_bus,< 5
7931,male,group D,some college,standard,completed,widowed,sometimes,yes,4.0,school_bus,5 - 10
7933,male,group A,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10
7934,male,group D,bachelor's degree,standard,completed,single,regularly,no,6.0,private,5 - 10
7935,female,group A,some high school,standard,none,single,regularly,yes,2.0,private,< 5
7936,male,group D,some college,standard,none,single,never,yes,3.0,private,5 - 10
7937,male,group D,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5
7940,female,group D,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10
7941,male,group D,some college,standard,none,divorced,regularly,yes,7.0,school_bus,5 - 10
7942,male,group C,some college,standard,none,divorced,sometimes,yes,3.0,private,5 - 10
7944,female,group C,master's degree,standard,none,married,never,yes,2.0,school_bus,> 10
7950,male,group E,some high school,standard,none,married,regularly,yes,4.0,private,5 - 10
7951,male,group D,some high school,standard,none,married,never,yes,2.0,school_bus,5 - 10
7954,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,school_bus,< 5
7956,male,group B,high school,standard,none,married,never,yes,1.0,private,5 - 10
7957,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10
7958,male,group C,some college,standard,none,single,sometimes,yes,1.0,private,< 5
7962,male,group B,high school,standard,none,divorced,never,no,1.0,private,< 5
7963,female,group C,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10
7965,male,group C,associate's degree,free/reduced,completed,married,regularly,no,2.0,private,< 5
7966,male,group E,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
7967,female,group C,some college,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10
7970,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10
7972,male,group E,associate's degree,standard,none,divorced,sometimes,no,7.0,private,> 10
7973,female,group C,high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10
7975,female,group B,master's degree,free/reduced,none,divorced,regularly,no,1.0,private,< 5
7976,female,group E,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5
7978,female,group C,some high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10
7979,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10
7980,female,group B,high school,standard,none,divorced,regularly,yes,2.0,private,> 10
7986,female,group D,associate's degree,standard,none,single,sometimes,no,2.0,private,< 5
7987,male,group D,some college,standard,completed,single,never,yes,3.0,school_bus,> 10
7988,female,group E,some high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10
7989,male,group E,some college,standard,completed,married,never,yes,0.0,school_bus,5 - 10
7990,female,group E,high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10
7991,female,group C,high school,standard,none,married,regularly,yes,2.0,private,> 10
7992,male,group E,associate's degree,standard,completed,married,sometimes,yes,4.0,private,5 - 10
7994,female,group B,high school,standard,completed,married,sometimes,no,3.0,private,> 10
7996,male,group D,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
7997,female,group C,associate's degree,free/reduced,none,married,regularly,no,4.0,private,5 - 10
7999,female,group C,master's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10
8000,female,group D,some college,free/reduced,none,divorced,never,no,3.0,school_bus,5 - 10
8001,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10
8003,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5
8007,female,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5
8008,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10
8009,male,group B,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
8010,female,group D,high school,standard,none,married,regularly,yes,0.0,private,> 10
8012,male,group E,associate's degree,standard,none,married,sometimes,yes,2.0,private,< 5
8013,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10
8014,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10
8015,female,group B,high school,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10
8016,female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
8017,male,group C,associate's degree,standard,none,married,never,yes,1.0,private,5 - 10
8020,male,group C,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5
8021,female,group C,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10
8024,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10
8025,male,group B,some high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10
8026,male,group E,some high school,standard,none,divorced,never,yes,4.0,school_bus,< 5
8028,female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10
8029,male,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10
8031,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10
8033,male,group B,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10
8034,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,< 5
8035,male,group A,some college,standard,none,single,never,yes,3.0,private,> 10
8036,female,group B,bachelor's degree,free/reduced,none,married,never,no,2.0,private,< 5
8038,female,group B,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10
8045,female,group B,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10
8046,male,group E,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10
8049,female,group D,some high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10
8050,male,group C,high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10
8053,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10
8054,male,group C,high school,standard,none,married,sometimes,no,1.0,private,5 - 10
8055,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10
8056,female,group C,associate's degree,standard,completed,single,never,yes,2.0,private,5 - 10
8058,male,group C,master's degree,standard,none,single,regularly,yes,3.0,private,5 - 10
8060,male,group E,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5
8062,female,group B,some high school,standard,none,married,sometimes,no,4.0,school_bus,< 5
8063,female,group E,high school,standard,none,single,never,yes,3.0,private,> 10
8066,female,group B,bachelor's degree,standard,none,married,sometimes,no,3.0,private,< 5
8067,male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10
8068,female,group E,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,> 10
8069,female,group E,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
8070,female,group B,master's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10
8072,male,group E,some college,standard,none,single,never,yes,1.0,private,> 10
8073,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,> 10
8078,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10
8080,male,group C,some high school,free/reduced,none,single,regularly,yes,3.0,school_bus,< 5
8081,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10
8082,female,group C,some high school,free/reduced,completed,single,regularly,yes,2.0,school_bus,< 5
8086,female,group B,master's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5
8088,female,group B,some high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5
8090,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5
8093,male,group D,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10
8094,female,group B,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,< 5
8096,female,group E,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10
8097,female,group A,high school,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10
8098,male,group D,some college,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10
8099,female,group B,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10
8100,male,group C,some high school,standard,none,married,sometimes,yes,5.0,private,5 - 10
8101,female,group C,associate's degree,standard,none,single,regularly,yes,2.0,private,< 5
8103,female,group B,some high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10
8104,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10
8106,female,group B,high school,free/reduced,completed,married,sometimes,yes,4.0,private,> 10
8107,female,group B,some high school,free/reduced,completed,single,sometimes,yes,4.0,school_bus,> 10
8108,female,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
8110,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10
8112,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10
8114,male,group B,associate's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10
8115,female,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10
8117,female,group B,high school,standard,none,single,sometimes,no,3.0,school_bus,< 5
8118,male,group D,high school,standard,none,married,sometimes,no,3.0,school_bus,> 10
8119,male,group E,some college,free/reduced,completed,married,regularly,no,2.0,private,> 10
8120,male,group D,associate's degree,standard,none,widowed,never,no,1.0,school_bus,5 - 10
8122,male,group C,associate's degree,standard,none,single,never,no,3.0,school_bus,> 10
8124,male,group D,some college,free/reduced,none,divorced,sometimes,yes,4.0,private,< 5
8125,female,group A,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10
8127,male,group C,master's degree,free/reduced,none,single,sometimes,yes,0.0,private,< 5
8128,male,group D,some high school,free/reduced,completed,married,never,yes,5.0,private,> 10
8131,female,group D,some high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,< 5
8134,male,group B,master's degree,standard,completed,married,regularly,yes,4.0,school_bus,< 5
8135,male,group D,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10
8139,male,group C,high school,standard,none,married,sometimes,yes,1.0,private,< 5
8143,male,group A,associate's degree,standard,none,single,sometimes,yes,0.0,private,5 - 10
8144,female,group D,high school,standard,none,single,sometimes,no,1.0,private,5 - 10
8145,female,group E,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5
8146,male,group D,some college,standard,completed,divorced,regularly,yes,1.0,school_bus,> 10
8148,female,group C,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10
8149,male,group B,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10
8150,female,group D,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10
8151,female,group D,some high school,standard,none,divorced,sometimes,no,2.0,school_bus,< 5
8152,female,group B,high school,standard,none,married,regularly,yes,0.0,school_bus,> 10
8153,female,group A,associate's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10
8154,female,group B,associate's degree,standard,none,single,never,no,3.0,school_bus,< 5
8158,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,no,1.0,school_bus,< 5
8159,male,group D,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10
8160,male,group C,some high school,standard,none,married,sometimes,no,2.0,private,> 10
8162,male,group C,associate's degree,standard,completed,married,regularly,yes,3.0,private,> 10
8164,female,group C,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10
8165,male,group C,high school,standard,completed,widowed,sometimes,no,5.0,school_bus,5 - 10
8167,male,group D,bachelor's degree,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10
8168,female,group B,some high school,standard,none,single,regularly,yes,0.0,private,< 5
8169,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
8170,male,group D,some high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10
8172,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10
8173,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,2.0,private,< 5
8174,female,group D,master's degree,standard,none,single,sometimes,no,1.0,private,5 - 10
8175,female,group A,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10
8176,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,> 10
8177,female,group D,some high school,standard,none,married,regularly,yes,4.0,private,< 5
8178,male,group E,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10
8181,male,group D,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10
